Región,Productos seleccionados,Unidad de medida,Date,Price,product_id
Pampeana,Arroz blanco simple,kg,2021-12-01,135.71,11
Pampeana,Harina de trigo común,kg,2021-12-01,67.64,41
Pampeana,Pan francés,kg,2021-12-01,174.78,71
GBA,Jabón de tocador,125 g,2021-12-01,69.61,50
GBA,Lavandina,1.000 cc,2021-12-01,71.05,56
GBA,Detergente líquido,750 cc,2021-12-01,111.31,26
GBA,Azúcar,kg,2021-12-01,81.71,14
Pampeana,Carne picada común,kg,2021-12-01,549.69,23
GBA,Papa,kg,2021-12-01,53.71,74
GBA,Leche fresca entera sachet,Litro,2021-12-01,90.29,62
GBA,Aceite de girasol,"1,5 litros",2021-12-01,296.67,2
GBA,Pollo entero,kg,2021-12-01,223.64,80
GBA,Carne picada común,kg,2021-12-01,507.32,20
GBA,Fideos secos tipo guisero,500 g,2021-12-01,78.44,32
GBA,Arroz blanco simple,kg,2021-12-01,114.82,8
GBA,Harina de trigo común,kg,2021-12-01,59.46,38
GBA,Pan francés,kg,2021-12-01,207.97,68
GBA,Huevos de gallina,Docena,2021-12-01,159.68,44
Pampeana,Pollo entero,kg,2021-12-01,242.45,83
Noreste,Jabón de tocador,125 g,2021-12-01,65.71,51
Pampeana,Leche fresca entera sachet,Litro,2021-12-01,101.8,65
Noreste,Detergente líquido,750 cc,2021-12-01,100.5,27
Noreste,Azúcar,kg,2021-12-01,89.14,15
Noreste,Papa,kg,2021-12-01,52.48,75
Noreste,Huevos de gallina,Docena,2021-12-01,150.0,45
Noreste,Leche fresca entera sachet,Litro,2021-12-01,114.64,63
Pampeana,Aceite de girasol,"1,5 litros",2021-12-01,342.37,5
Noreste,Pollo entero,kg,2021-12-01,230.67,81
Noreste,Carne picada común,kg,2021-12-01,541.4,21
Noreste,Fideos secos tipo guisero,500 g,2021-12-01,67.31,33
Noreste,Aceite de girasol,"1,5 litros",2021-12-01,397.36,3
Noreste,Harina de trigo común,kg,2021-12-01,64.39,39
Noreste,Pan francés,kg,2021-12-01,143.93,69
Pampeana,Jabón de tocador,125 g,2021-12-01,71.5,53
Pampeana,Lavandina,1.000 cc,2021-12-01,74.06,59
Pampeana,Detergente líquido,750 cc,2021-12-01,115.62,29
Pampeana,Azúcar,kg,2021-12-01,89.89,17
Pampeana,Papa,kg,2021-12-01,53.92,77
Pampeana,Huevos de gallina,Docena,2021-12-01,159.89,47
Noreste,Arroz blanco simple,kg,2021-12-01,129.41,9
Noroeste,Lavandina,1.000 cc,2022-01-01,81.5,58
Noroeste,Jabón de tocador,125 g,2022-01-01,72.51,52
Cuyo,Pan francés,kg,2022-01-01,151.07,67
Cuyo,Carne picada común,kg,2022-01-01,529.58,19
Cuyo,Arroz blanco simple,kg,2022-01-01,140.8,7
Cuyo,Fideos secos tipo guisero,500 g,2022-01-01,78.79,31
Cuyo,Harina de trigo común,kg,2022-01-01,67.99,37
Noroeste,Detergente líquido,750 cc,2022-01-01,118.27,28
Noroeste,Harina de trigo común,kg,2022-01-01,65.63,40
Noroeste,Papa,kg,2022-01-01,46.43,76
Noroeste,Huevos de gallina,Docena,2022-01-01,145.99,46
Noroeste,Leche fresca entera sachet,Litro,2022-01-01,109.97,64
Noroeste,Aceite de girasol,"1,5 litros",2022-01-01,361.17,4
Noroeste,Pollo entero,kg,2022-01-01,242.2,82
Noroeste,Carne picada común,kg,2022-01-01,560.39,22
Noroeste,Fideos secos tipo guisero,500 g,2022-01-01,68.58,34
Noroeste,Arroz blanco simple,kg,2022-01-01,124.33,10
Cuyo,Pollo entero,kg,2022-01-01,254.23,79
Noroeste,Azúcar,kg,2022-01-01,84.42,16
Cuyo,Aceite de girasol,"1,5 litros",2022-01-01,332.87,1
Patagonia,Arroz blanco simple,kg,2022-01-01,148.33,12
Cuyo,Huevos de gallina,Docena,2022-01-01,157.78,43
Noroeste,Pan francés,kg,2022-01-01,161.22,70
Patagonia,Lavandina,1.000 cc,2022-01-01,73.61,60
Patagonia,Detergente líquido,750 cc,2022-01-01,207.76,30
Patagonia,Azúcar,kg,2022-01-01,95.63,18
Patagonia,Papa,kg,2022-01-01,79.97,78
Patagonia,Huevos de gallina,Docena,2022-01-01,184.14,48
Patagonia,Leche fresca entera sachet,Litro,2022-01-01,110.01,66
Patagonia,Aceite de girasol,"1,5 litros",2022-01-01,317.88,6
Cuyo,Leche fresca entera sachet,Litro,2022-01-01,117.05,61
Patagonia,Pollo entero,kg,2022-01-01,247.08,84
Patagonia,Fideos secos tipo guisero,500 g,2022-01-01,91.85,36
Patagonia,Harina de trigo común,kg,2022-01-01,72.61,42
Patagonia,Pan francés,kg,2022-01-01,205.46,72
Cuyo,Jabón de tocador,125 g,2022-01-01,75.69,49
Cuyo,Lavandina,1.000 cc,2022-01-01,72.99,55
Cuyo,Detergente líquido,750 cc,2022-01-01,118.95,25
Cuyo,Azúcar,kg,2022-01-01,88.48,13
Cuyo,Papa,kg,2022-01-01,48.88,73
Patagonia,Carne picada común,kg,2022-01-01,619.89,24
Patagonia,Jabón de tocador,125 g,2022-01-01,73.82,54
Noreste,Jabón de tocador,125 g,2022-01-01,69.35,51
Noreste,Detergente líquido,750 cc,2022-01-01,105.16,27
Pampeana,Arroz blanco simple,kg,2022-01-01,138.32,11
Pampeana,Harina de trigo común,kg,2022-01-01,68.53,41
Pampeana,Pan francés,kg,2022-01-01,180.46,71
GBA,Jabón de tocador,125 g,2022-01-01,73.15,50
GBA,Lavandina,1.000 cc,2022-01-01,72.85,56
GBA,Detergente líquido,750 cc,2022-01-01,114.95,26
GBA,Papa,kg,2022-01-01,61.33,74
GBA,Huevos de gallina,Docena,2022-01-01,163.58,44
GBA,Leche fresca entera sachet,Litro,2022-01-01,91.22,62
GBA,Aceite de girasol,"1,5 litros",2022-01-01,305.48,2
GBA,Pollo entero,kg,2022-01-01,229.35,80
GBA,Carne picada común,kg,2022-01-01,481.74,20
GBA,Fideos secos tipo guisero,500 g,2022-01-01,80.6,32
GBA,Arroz blanco simple,kg,2022-01-01,120.6,8
GBA,Harina de trigo común,kg,2022-01-01,62.82,38
GBA,Pan francés,kg,2022-01-01,209.92,68
Noreste,Lavandina,1.000 cc,2022-01-01,85.85,57
Pampeana,Fideos secos tipo guisero,500 g,2022-01-01,80.56,35
Pampeana,Carne picada común,kg,2022-01-01,534.26,23
GBA,Azúcar,kg,2022-01-01,83.75,14
Pampeana,Aceite de girasol,"1,5 litros",2022-01-01,345.54,5
Pampeana,Pollo entero,kg,2022-01-01,245.27,83
Noreste,Papa,kg,2022-01-01,55.58,75
Noreste,Huevos de gallina,Docena,2022-01-01,154.58,45
Noreste,Leche fresca entera sachet,Litro,2022-01-01,116.2,63
Noreste,Aceite de girasol,"1,5 litros",2022-01-01,403.96,3
Noreste,Pollo entero,kg,2022-01-01,238.2,81
Noreste,Carne picada común,kg,2022-01-01,557.14,21
Noreste,Fideos secos tipo guisero,500 g,2022-01-01,69.98,33
Noreste,Arroz blanco simple,kg,2022-01-01,129.45,9
Noreste,Azúcar,kg,2022-01-01,91.59,15
Noreste,Pan francés,kg,2022-01-01,148.87,69
Noreste,Harina de trigo común,kg,2022-01-01,65.78,39
Pampeana,Huevos de gallina,Docena,2022-01-01,165.76,47
Pampeana,Papa,kg,2022-01-01,60.4,77
Pampeana,Azúcar,kg,2022-01-01,92.52,17
Pampeana,Leche fresca entera sachet,Litro,2022-01-01,105.58,65
Pampeana,Lavandina,1.000 cc,2022-01-01,75.22,59
Pampeana,Jabón de tocador,125 g,2022-01-01,73.59,53
Pampeana,Detergente líquido,750 cc,2022-01-01,122.3,29
Noroeste,Lavandina,1.000 cc,2022-02-01,85.4,58
Cuyo,Fideos secos tipo guisero,500 g,2022-02-01,83.22,31
Cuyo,Arroz blanco simple,kg,2022-02-01,141.39,7
Cuyo,Harina de trigo común,kg,2022-02-01,69.29,37
Cuyo,Pan francés,kg,2022-02-01,158.61,67
Cuyo,Carne picada común,kg,2022-02-01,562.88,19
Noroeste,Jabón de tocador,125 g,2022-02-01,77.56,52
Noroeste,Detergente líquido,750 cc,2022-02-01,127.16,28
Noroeste,Aceite de girasol,"1,5 litros",2022-02-01,367.66,4
Noroeste,Papa,kg,2022-02-01,59.27,76
Noroeste,Huevos de gallina,Docena,2022-02-01,193.62,46
Noroeste,Leche fresca entera sachet,Litro,2022-02-01,114.2,64
Noroeste,Pollo entero,kg,2022-02-01,253.72,82
Noroeste,Carne picada común,kg,2022-02-01,578.11,22
Noroeste,Fideos secos tipo guisero,500 g,2022-02-01,72.03,34
Noroeste,Arroz blanco simple,kg,2022-02-01,125.51,10
Cuyo,Pollo entero,kg,2022-02-01,263.51,79
Noroeste,Azúcar,kg,2022-02-01,90.8,16
Cuyo,Aceite de girasol,"1,5 litros",2022-02-01,326.46,1
Noroeste,Harina de trigo común,kg,2022-02-01,68.7,40
Cuyo,Huevos de gallina,Docena,2022-02-01,198.96,43
Patagonia,Lavandina,1.000 cc,2022-02-01,77.45,60
Patagonia,Detergente líquido,750 cc,2022-02-01,218.87,30
Patagonia,Azúcar,kg,2022-02-01,99.98,18
Patagonia,Papa,kg,2022-02-01,90.33,78
Patagonia,Huevos de gallina,Docena,2022-02-01,202.9,48
Patagonia,Leche fresca entera sachet,Litro,2022-02-01,115.71,66
Patagonia,Aceite de girasol,"1,5 litros",2022-02-01,317.45,6
Patagonia,Pollo entero,kg,2022-02-01,257.68,84
Cuyo,Leche fresca entera sachet,Litro,2022-02-01,124.78,61
Patagonia,Carne picada común,kg,2022-02-01,667.37,24
Patagonia,Arroz blanco simple,kg,2022-02-01,147.51,12
Patagonia,Harina de trigo común,kg,2022-02-01,75.66,42
Patagonia,Pan francés,kg,2022-02-01,216.45,72
Cuyo,Jabón de tocador,125 g,2022-02-01,80.14,49
Cuyo,Lavandina,1.000 cc,2022-02-01,77.66,55
Cuyo,Detergente líquido,750 cc,2022-02-01,129.97,25
Cuyo,Azúcar,kg,2022-02-01,95.75,13
Cuyo,Papa,kg,2022-02-01,65.53,73
Patagonia,Fideos secos tipo guisero,500 g,2022-02-01,92.8,36
Noroeste,Pan francés,kg,2022-02-01,167.72,70
Patagonia,Jabón de tocador,125 g,2022-02-01,79.87,54
Noreste,Lavandina,1.000 cc,2022-02-01,91.91,57
Pampeana,Fideos secos tipo guisero,500 g,2022-02-01,83.9,35
Pampeana,Arroz blanco simple,kg,2022-02-01,141.56,11
Pampeana,Harina de trigo común,kg,2022-02-01,72.62,41
Pampeana,Pan francés,kg,2022-02-01,189.19,71
GBA,Jabón de tocador,125 g,2022-02-01,77.41,50
GBA,Lavandina,1.000 cc,2022-02-01,77.26,56
GBA,Detergente líquido,750 cc,2022-02-01,119.86,26
GBA,Azúcar,kg,2022-02-01,89.08,14
Pampeana,Carne picada común,kg,2022-02-01,562.85,23
GBA,Papa,kg,2022-02-01,71.35,74
GBA,Leche fresca entera sachet,Litro,2022-02-01,95.44,62
GBA,Aceite de girasol,"1,5 litros",2022-02-01,312.8,2
GBA,Pollo entero,kg,2022-02-01,240.37,80
GBA,Carne picada común,kg,2022-02-01,538.25,20
GBA,Fideos secos tipo guisero,500 g,2022-02-01,84.2,32
GBA,Arroz blanco simple,kg,2022-02-01,120.62,8
GBA,Harina de trigo común,kg,2022-02-01,65.55,38
GBA,Pan francés,kg,2022-02-01,225.82,68
GBA,Huevos de gallina,Docena,2022-02-01,200.45,44
Pampeana,Pollo entero,kg,2022-02-01,256.18,83
Noreste,Jabón de tocador,125 g,2022-02-01,71.94,51
Pampeana,Leche fresca entera sachet,Litro,2022-02-01,112.89,65
Noreste,Detergente líquido,750 cc,2022-02-01,113.64,27
Noreste,Azúcar,kg,2022-02-01,98.6,15
Noreste,Papa,kg,2022-02-01,66.47,75
Noreste,Huevos de gallina,Docena,2022-02-01,184.19,45
Noreste,Leche fresca entera sachet,Litro,2022-02-01,124.31,63
Noreste,Aceite de girasol,"1,5 litros",2022-02-01,428.26,3
Noreste,Pollo entero,kg,2022-02-01,248.29,81
Noreste,Carne picada común,kg,2022-02-01,577.13,21
Noreste,Fideos secos tipo guisero,500 g,2022-02-01,72.53,33
Pampeana,Aceite de girasol,"1,5 litros",2022-02-01,352.55,5
Noreste,Harina de trigo común,kg,2022-02-01,68.9,39
Noreste,Pan francés,kg,2022-02-01,156.44,69
Pampeana,Jabón de tocador,125 g,2022-02-01,77.77,53
Pampeana,Lavandina,1.000 cc,2022-02-01,80.6,59
Pampeana,Detergente líquido,750 cc,2022-02-01,132.89,29
Pampeana,Azúcar,kg,2022-02-01,98.12,17
Pampeana,Papa,kg,2022-02-01,70.6,77
Pampeana,Huevos de gallina,Docena,2022-02-01,195.56,47
Noreste,Arroz blanco simple,kg,2022-02-01,133.82,9
Cuyo,Pan francés,kg,2022-03-01,200.94,67
Cuyo,Harina de trigo común,kg,2022-03-01,82.8,37
Cuyo,Pollo entero,kg,2022-03-01,299.13,79
Cuyo,Fideos secos tipo guisero,500 g,2022-03-01,89.37,31
Cuyo,Carne picada común,kg,2022-03-01,618.49,19
Noroeste,Jabón de tocador,125 g,2022-03-01,83.89,52
Cuyo,Arroz blanco simple,kg,2022-03-01,141.58,7
Noroeste,Lavandina,1.000 cc,2022-03-01,88.58,58
Noroeste,Aceite de girasol,"1,5 litros",2022-03-01,401.6,4
Noroeste,Papa,kg,2022-03-01,57.51,76
Noroeste,Huevos de gallina,Docena,2022-03-01,237.02,46
Noroeste,Leche fresca entera sachet,Litro,2022-03-01,121.87,64
Noroeste,Pollo entero,kg,2022-03-01,282.6,82
Noroeste,Carne picada común,kg,2022-03-01,651.41,22
Noroeste,Fideos secos tipo guisero,500 g,2022-03-01,78.7,34
Noroeste,Arroz blanco simple,kg,2022-03-01,129.82,10
Cuyo,Aceite de girasol,"1,5 litros",2022-03-01,361.77,1
Noroeste,Detergente líquido,750 cc,2022-03-01,131.85,28
Cuyo,Leche fresca entera sachet,Litro,2022-03-01,132.39,61
Patagonia,Fideos secos tipo guisero,500 g,2022-03-01,101.72,36
Cuyo,Papa,kg,2022-03-01,69.85,73
Patagonia,Jabón de tocador,125 g,2022-03-01,87.15,54
Patagonia,Lavandina,1.000 cc,2022-03-01,79.54,60
Patagonia,Detergente líquido,750 cc,2022-03-01,229.15,30
Patagonia,Azúcar,kg,2022-03-01,116.85,18
Patagonia,Papa,kg,2022-03-01,95.49,78
Patagonia,Huevos de gallina,Docena,2022-03-01,243.46,48
Patagonia,Leche fresca entera sachet,Litro,2022-03-01,129.95,66
Patagonia,Aceite de girasol,"1,5 litros",2022-03-01,340.36,6
Cuyo,Huevos de gallina,Docena,2022-03-01,257.04,43
Patagonia,Pollo entero,kg,2022-03-01,287.48,84
Noroeste,Harina de trigo común,kg,2022-03-01,81.83,40
Patagonia,Arroz blanco simple,kg,2022-03-01,151.64,12
Patagonia,Harina de trigo común,kg,2022-03-01,85.6,42
Patagonia,Pan francés,kg,2022-03-01,254.49,72
Cuyo,Jabón de tocador,125 g,2022-03-01,86.69,49
Cuyo,Lavandina,1.000 cc,2022-03-01,81.03,55
Cuyo,Detergente líquido,750 cc,2022-03-01,137.56,25
Cuyo,Azúcar,kg,2022-03-01,109.52,13
Patagonia,Carne picada común,kg,2022-03-01,757.98,24
Noroeste,Pan francés,kg,2022-03-01,206.87,70
Noroeste,Azúcar,kg,2022-03-01,98.79,16
Noreste,Lavandina,1.000 cc,2022-03-01,95.72,57
Pampeana,Fideos secos tipo guisero,500 g,2022-03-01,91.12,35
Pampeana,Arroz blanco simple,kg,2022-03-01,146.22,11
Pampeana,Harina de trigo común,kg,2022-03-01,83.2,41
Pampeana,Pan francés,kg,2022-03-01,225.75,71
GBA,Jabón de tocador,125 g,2022-03-01,82.17,50
GBA,Lavandina,1.000 cc,2022-03-01,80.48,56
GBA,Detergente líquido,750 cc,2022-03-01,130.13,26
GBA,Azúcar,kg,2022-03-01,98.46,14
Pampeana,Carne picada común,kg,2022-03-01,629.0,23
GBA,Papa,kg,2022-03-01,67.24,74
GBA,Leche fresca entera sachet,Litro,2022-03-01,108.75,62
GBA,Aceite de girasol,"1,5 litros",2022-03-01,309.79,2
GBA,Pollo entero,kg,2022-03-01,276.59,80
GBA,Carne picada común,kg,2022-03-01,559.84,20
GBA,Fideos secos tipo guisero,500 g,2022-03-01,93.18,32
GBA,Arroz blanco simple,kg,2022-03-01,124.5,8
GBA,Harina de trigo común,kg,2022-03-01,74.22,38
Noreste,Jabón de tocador,125 g,2022-03-01,77.69,51
GBA,Huevos de gallina,Docena,2022-03-01,243.77,44
Pampeana,Pollo entero,kg,2022-03-01,286.52,83
GBA,Pan francés,kg,2022-03-01,265.71,68
Pampeana,Leche fresca entera sachet,Litro,2022-03-01,122.17,65
Pampeana,Aceite de girasol,"1,5 litros",2022-03-01,376.27,5
Noreste,Azúcar,kg,2022-03-01,106.79,15
Noreste,Papa,kg,2022-03-01,69.71,75
Noreste,Huevos de gallina,Docena,2022-03-01,224.6,45
Noreste,Leche fresca entera sachet,Litro,2022-03-01,130.82,63
Noreste,Aceite de girasol,"1,5 litros",2022-03-01,453.19,3
Noreste,Pollo entero,kg,2022-03-01,274.33,81
Noreste,Carne picada común,kg,2022-03-01,622.07,21
Noreste,Fideos secos tipo guisero,500 g,2022-03-01,78.46,33
Noreste,Detergente líquido,750 cc,2022-03-01,121.33,27
Noreste,Arroz blanco simple,kg,2022-03-01,134.81,9
Noreste,Harina de trigo común,kg,2022-03-01,78.28,39
Noreste,Pan francés,kg,2022-03-01,191.25,69
Pampeana,Jabón de tocador,125 g,2022-03-01,83.46,53
Pampeana,Lavandina,1.000 cc,2022-03-01,84.55,59
Pampeana,Detergente líquido,750 cc,2022-03-01,138.31,29
Pampeana,Azúcar,kg,2022-03-01,108.4,17
Pampeana,Papa,kg,2022-03-01,67.7,77
Pampeana,Huevos de gallina,Docena,2022-03-01,243.59,47
Noroeste,Jabón de tocador,125 g,2022-04-01,88.93,52
Cuyo,Pan francés,kg,2022-04-01,220.7,67
Cuyo,Harina de trigo común,kg,2022-04-01,91.11,37
Cuyo,Pollo entero,kg,2022-04-01,324.47,79
Cuyo,Fideos secos tipo guisero,500 g,2022-04-01,100.05,31
Cuyo,Carne picada común,kg,2022-04-01,650.11,19
Cuyo,Arroz blanco simple,kg,2022-04-01,151.52,7
Noroeste,Lavandina,1.000 cc,2022-04-01,92.46,58
Noroeste,Huevos de gallina,Docena,2022-04-01,248.63,46
Noroeste,Azúcar,kg,2022-04-01,108.67,16
Noroeste,Papa,kg,2022-04-01,58.47,76
Noroeste,Arroz blanco simple,kg,2022-04-01,137.62,10
Noroeste,Leche fresca entera sachet,Litro,2022-04-01,129.0,64
Noroeste,Aceite de girasol,"1,5 litros",2022-04-01,466.97,4
Noroeste,Pollo entero,kg,2022-04-01,316.52,82
Noroeste,Carne picada común,kg,2022-04-01,693.32,22
Noroeste,Fideos secos tipo guisero,500 g,2022-04-01,87.11,34
Cuyo,Aceite de girasol,"1,5 litros",2022-04-01,411.8,1
Noroeste,Detergente líquido,750 cc,2022-04-01,143.06,28
Cuyo,Leche fresca entera sachet,Litro,2022-04-01,141.68,61
Patagonia,Fideos secos tipo guisero,500 g,2022-04-01,113.28,36
Cuyo,Papa,kg,2022-04-01,69.48,73
Noroeste,Harina de trigo común,kg,2022-04-01,93.72,40
Patagonia,Jabón de tocador,125 g,2022-04-01,90.81,54
Patagonia,Lavandina,1.000 cc,2022-04-01,85.73,60
Patagonia,Detergente líquido,750 cc,2022-04-01,244.97,30
Patagonia,Azúcar,kg,2022-04-01,127.28,18
Patagonia,Papa,kg,2022-04-01,94.06,78
Patagonia,Huevos de gallina,Docena,2022-04-01,266.79,48
Patagonia,Leche fresca entera sachet,Litro,2022-04-01,143.75,66
Cuyo,Huevos de gallina,Docena,2022-04-01,267.48,43
Patagonia,Aceite de girasol,"1,5 litros",2022-04-01,369.17,6
Patagonia,Carne picada común,kg,2022-04-01,834.0,24
Patagonia,Arroz blanco simple,kg,2022-04-01,155.33,12
Patagonia,Harina de trigo común,kg,2022-04-01,95.66,42
Patagonia,Pan francés,kg,2022-04-01,284.93,72
Cuyo,Jabón de tocador,125 g,2022-04-01,93.96,49
Cuyo,Lavandina,1.000 cc,2022-04-01,91.8,55
Cuyo,Detergente líquido,750 cc,2022-04-01,150.14,25
Cuyo,Azúcar,kg,2022-04-01,121.72,13
Patagonia,Pollo entero,kg,2022-04-01,319.69,84
Noroeste,Pan francés,kg,2022-04-01,226.13,70
GBA,Azúcar,kg,2022-04-01,110.09,14
Noreste,Lavandina,1.000 cc,2022-04-01,102.93,57
Pampeana,Fideos secos tipo guisero,500 g,2022-04-01,100.19,35
Pampeana,Arroz blanco simple,kg,2022-04-01,150.64,11
Pampeana,Harina de trigo común,kg,2022-04-01,93.61,41
Pampeana,Pan francés,kg,2022-04-01,247.89,71
GBA,Jabón de tocador,125 g,2022-04-01,89.85,50
GBA,Lavandina,1.000 cc,2022-04-01,89.65,56
GBA,Detergente líquido,750 cc,2022-04-01,139.97,26
GBA,Papa,kg,2022-04-01,68.2,74
GBA,Huevos de gallina,Docena,2022-04-01,263.81,44
GBA,Leche fresca entera sachet,Litro,2022-04-01,117.5,62
GBA,Aceite de girasol,"1,5 litros",2022-04-01,351.67,2
GBA,Pollo entero,kg,2022-04-01,310.0,80
GBA,Carne picada común,kg,2022-04-01,614.62,20
GBA,Fideos secos tipo guisero,500 g,2022-04-01,100.91,32
GBA,Arroz blanco simple,kg,2022-04-01,127.08,8
GBA,Harina de trigo común,kg,2022-04-01,86.18,38
Noreste,Jabón de tocador,125 g,2022-04-01,83.88,51
Pampeana,Carne picada común,kg,2022-04-01,691.03,23
Pampeana,Pollo entero,kg,2022-04-01,318.4,83
GBA,Pan francés,kg,2022-04-01,295.24,68
Pampeana,Leche fresca entera sachet,Litro,2022-04-01,129.98,65
Pampeana,Aceite de girasol,"1,5 litros",2022-04-01,407.42,5
Noreste,Azúcar,kg,2022-04-01,117.64,15
Noreste,Papa,kg,2022-04-01,71.58,75
Noreste,Huevos de gallina,Docena,2022-04-01,249.99,45
Noreste,Leche fresca entera sachet,Litro,2022-04-01,144.01,63
Noreste,Aceite de girasol,"1,5 litros",2022-04-01,528.12,3
Noreste,Pollo entero,kg,2022-04-01,303.32,81
Noreste,Carne picada común,kg,2022-04-01,654.28,21
Noreste,Fideos secos tipo guisero,500 g,2022-04-01,87.45,33
Noreste,Detergente líquido,750 cc,2022-04-01,136.36,27
Noreste,Harina de trigo común,kg,2022-04-01,90.44,39
Noreste,Pan francés,kg,2022-04-01,217.5,69
Pampeana,Jabón de tocador,125 g,2022-04-01,89.56,53
Pampeana,Lavandina,1.000 cc,2022-04-01,88.04,59
Pampeana,Detergente líquido,750 cc,2022-04-01,148.82,29
Pampeana,Azúcar,kg,2022-04-01,120.24,17
Pampeana,Papa,kg,2022-04-01,67.61,77
Pampeana,Huevos de gallina,Docena,2022-04-01,259.95,47
Noreste,Arroz blanco simple,kg,2022-04-01,139.6,9
Noroeste,Arroz blanco simple,kg,2022-05-01,140.88,10
Noroeste,Jabón de tocador,125 g,2022-05-01,93.84,52
Cuyo,Pan francés,kg,2022-05-01,230.43,67
Cuyo,Carne picada común,kg,2022-05-01,686.44,19
Cuyo,Arroz blanco simple,kg,2022-05-01,151.95,7
Cuyo,Fideos secos tipo guisero,500 g,2022-05-01,105.57,31
Cuyo,Harina de trigo común,kg,2022-05-01,96.23,37
Noroeste,Lavandina,1.000 cc,2022-05-01,95.37,58
Noroeste,Leche fresca entera sachet,Litro,2022-05-01,136.36,64
Patagonia,Jabón de tocador,125 g,2022-05-01,97.02,54
Noroeste,Papa,kg,2022-05-01,58.78,76
Noroeste,Huevos de gallina,Docena,2022-05-01,249.56,46
Noroeste,Aceite de girasol,"1,5 litros",2022-05-01,522.17,4
Noroeste,Pollo entero,kg,2022-05-01,339.59,82
Noroeste,Carne picada común,kg,2022-05-01,744.54,22
Noroeste,Fideos secos tipo guisero,500 g,2022-05-01,93.89,34
Cuyo,Pollo entero,kg,2022-05-01,343.69,79
Noroeste,Detergente líquido,750 cc,2022-05-01,148.28,28
Cuyo,Aceite de girasol,"1,5 litros",2022-05-01,459.64,1
Patagonia,Arroz blanco simple,kg,2022-05-01,165.13,12
Cuyo,Huevos de gallina,Docena,2022-05-01,267.95,43
Noroeste,Harina de trigo común,kg,2022-05-01,100.83,40
Patagonia,Lavandina,1.000 cc,2022-05-01,89.69,60
Patagonia,Detergente líquido,750 cc,2022-05-01,266.0,30
Patagonia,Azúcar,kg,2022-05-01,136.99,18
Patagonia,Papa,kg,2022-05-01,96.84,78
Patagonia,Huevos de gallina,Docena,2022-05-01,282.06,48
Patagonia,Leche fresca entera sachet,Litro,2022-05-01,151.61,66
Patagonia,Aceite de girasol,"1,5 litros",2022-05-01,404.18,6
Cuyo,Leche fresca entera sachet,Litro,2022-05-01,150.7,61
Patagonia,Pollo entero,kg,2022-05-01,349.34,84
Patagonia,Fideos secos tipo guisero,500 g,2022-05-01,121.78,36
Patagonia,Harina de trigo común,kg,2022-05-01,104.59,42
Patagonia,Pan francés,kg,2022-05-01,294.71,72
Cuyo,Jabón de tocador,125 g,2022-05-01,100.59,49
Cuyo,Lavandina,1.000 cc,2022-05-01,96.15,55
Cuyo,Detergente líquido,750 cc,2022-05-01,156.11,25
Cuyo,Azúcar,kg,2022-05-01,129.16,13
Cuyo,Papa,kg,2022-05-01,71.73,73
Patagonia,Carne picada común,kg,2022-05-01,842.39,24
Noroeste,Pan francés,kg,2022-05-01,235.77,70
Noroeste,Azúcar,kg,2022-05-01,115.41,16
Noreste,Lavandina,1.000 cc,2022-05-01,106.62,57
Pampeana,Fideos secos tipo guisero,500 g,2022-05-01,108.97,35
Pampeana,Arroz blanco simple,kg,2022-05-01,155.89,11
Pampeana,Harina de trigo común,kg,2022-05-01,99.84,41
Pampeana,Pan francés,kg,2022-05-01,260.8,71
GBA,Jabón de tocador,125 g,2022-05-01,94.54,50
GBA,Lavandina,1.000 cc,2022-05-01,94.02,56
GBA,Detergente líquido,750 cc,2022-05-01,150.47,26
GBA,Azúcar,kg,2022-05-01,123.16,14
Pampeana,Carne picada común,kg,2022-05-01,741.17,23
GBA,Papa,kg,2022-05-01,71.28,74
GBA,Leche fresca entera sachet,Litro,2022-05-01,125.69,62
GBA,Aceite de girasol,"1,5 litros",2022-05-01,370.71,2
GBA,Pollo entero,kg,2022-05-01,335.82,80
GBA,Carne picada común,kg,2022-05-01,664.87,20
GBA,Fideos secos tipo guisero,500 g,2022-05-01,108.12,32
GBA,Arroz blanco simple,kg,2022-05-01,131.18,8
GBA,Harina de trigo común,kg,2022-05-01,95.25,38
GBA,Pan francés,kg,2022-05-01,301.62,68
GBA,Huevos de gallina,Docena,2022-05-01,268.24,44
Pampeana,Pollo entero,kg,2022-05-01,342.83,83
Noreste,Jabón de tocador,125 g,2022-05-01,90.14,51
Pampeana,Leche fresca entera sachet,Litro,2022-05-01,138.32,65
Noreste,Detergente líquido,750 cc,2022-05-01,146.51,27
Noreste,Azúcar,kg,2022-05-01,128.63,15
Noreste,Papa,kg,2022-05-01,71.18,75
Noreste,Huevos de gallina,Docena,2022-05-01,253.94,45
Noreste,Leche fresca entera sachet,Litro,2022-05-01,151.08,63
Noreste,Aceite de girasol,"1,5 litros",2022-05-01,555.53,3
Noreste,Pollo entero,kg,2022-05-01,329.43,81
Noreste,Carne picada común,kg,2022-05-01,690.51,21
Noreste,Fideos secos tipo guisero,500 g,2022-05-01,93.66,33
Pampeana,Aceite de girasol,"1,5 litros",2022-05-01,441.73,5
Noreste,Harina de trigo común,kg,2022-05-01,98.1,39
Noreste,Pan francés,kg,2022-05-01,234.72,69
Pampeana,Jabón de tocador,125 g,2022-05-01,94.13,53
